ID,Data,Produto,Categoria,Quantidade,Preço
3749,2023-10-07,Iogurte Natural Copo,Laticínios e Frios,7,4.5
3750,2023-07-02,Detergente Líquido 500ml,Limpeza,9,3.83
3751,2023-12-30,Tomate Kg,Hortifrúti,1,10.79
3752,2023-07-19,Água Sanitária 1L,Limpeza,5,5.36
3753,2023-09-03,Água Mineral 1.5L,Bebidas,5,2.13
3754,2023-12-18,Detergente Líquido 500ml,Limpeza,9,4.44
3755,2023-06-22,Iogurte Natural Copo,Laticínios e Frios,6,3.76
3756,2023-07-10,Água Mineral 1.5L,Bebidas,7,2.69
3757,2023-09-25,Suco de Laranja 1L,Bebidas,9,11.8
3758,2023-08-02,Água Mineral 1.5L,Bebidas,8,3.34
3759,2023-01-09,Suco de Laranja 1L,Bebidas,5,12.02
3760,2023-02-07,Água Sanitária 1L,Limpeza,2,5.24
3761,2023-04-01,Sabão em Pó 1kg,Limpeza,8,24.27
3762,2023-09-17,Sabão em Pó 1kg,Limpeza,6,19.02
3763,2023-10-17,Arroz Branco 5kg,Mercearia,5,32.27
3764,2023-10-17,Refrigerante 2L,Bebidas,9,8.83
3765,2023-07-10,Sabão em Pó 1kg,Limpeza,9,15.37
3766,2023-11-05,Feijão Carioca 1kg,Mercearia,8,10.04
3767,2023-04-09,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,12.61
3768,2023-12-13,Cebola Kg,Hortifrúti,5,9.02
3769,2023-04-13,Água Mineral 1.5L,Bebidas,10,3.44
3770,2023-07-25,Cebola Kg,Hortifrúti,7,7.18
3771,2023-06-07,Água Sanitária 1L,Limpeza,8,4.07
3772,2023-06-17,Biscoito Recheado,Mercearia,2,4.82
3773,2023-10-09,Queijo Mussarela Fatiado 200g,Laticínios e Frios,2,15.59
3774,2023-06-18,Detergente Líquido 500ml,Limpeza,3,3.64
3775,2023-11-14,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,17.43
3776,2023-12-14,Suco de Laranja 1L,Bebidas,4,8.17
3777,2023-09-19,Iogurte Natural Copo,Laticínios e Frios,1,4.98
3778,2023-09-10,Iogurte Natural Copo,Laticínios e Frios,3,3.43
3779,2023-07-28,Água Mineral 1.5L,Bebidas,2,3.98
3780,2023-03-07,Biscoito Recheado,Mercearia,10,4.11
3781,2023-08-30,Água Mineral 1.5L,Bebidas,5,2.73
3782,2023-02-06,Arroz Branco 5kg,Mercearia,8,34.97
3783,2023-09-06,Tomate Kg,Hortifrúti,10,8.84
3784,2023-12-02,Tomate Kg,Hortifrúti,8,11.99
3785,2023-01-23,Suco de Laranja 1L,Bebidas,4,8.43
3786,2023-11-12,Cebola Kg,Hortifrúti,3,9.67
3787,2023-09-16,Cebola Kg,Hortifrúti,9,8.41
3788,2023-08-20,Feijão Carioca 1kg,Mercearia,4,9.49
3789,2023-02-13,Biscoito Recheado,Mercearia,9,4.39
3790,2023-07-09,Suco de Laranja 1L,Bebidas,6,11.11
3791,2023-03-22,Detergente Líquido 500ml,Limpeza,7,3.28
3792,2023-09-20,Água Sanitária 1L,Limpeza,1,6.01
3793,2023-01-30,Refrigerante 2L,Bebidas,8,9.82
3794,2023-03-22,Água Sanitária 1L,Limpeza,5,4.19
3795,2023-02-28,Banana Prata Kg,Hortifrúti,2,5.36
3796,2023-06-20,Cebola Kg,Hortifrúti,6,5.2
3797,2023-09-24,Detergente Líquido 500ml,Limpeza,3,2.07
3798,2023-08-08,Água Mineral 1.5L,Bebidas,4,2.22
3799,2023-09-26,Arroz Branco 5kg,Mercearia,9,26.11
3800,2023-02-24,Refrigerante 2L,Bebidas,7,7.97
3801,2023-08-11,Arroz Branco 5kg,Mercearia,1,33.34
3802,2023-05-09,Cebola Kg,Hortifrúti,4,9.47
3803,2023-01-17,Suco de Laranja 1L,Bebidas,7,9.66
3804,2023-04-30,Água Sanitária 1L,Limpeza,8,6.05
3805,2023-07-10,Detergente Líquido 500ml,Limpeza,2,2.87
3806,2023-01-01,Queijo Mussarela Fatiado 200g,Laticínios e Frios,9,16.03
3807,2023-08-06,Suco de Laranja 1L,Bebidas,6,9.55
3808,2023-08-17,Detergente Líquido 500ml,Limpeza,4,3.83
3809,2023-03-08,Leite Integral 1L,Laticínios e Frios,5,6.05
3810,2023-02-23,Refrigerante 2L,Bebidas,8,8.8
3811,2023-08-01,Arroz Branco 5kg,Mercearia,10,34.81
3812,2023-11-12,Água Sanitária 1L,Limpeza,3,5.58
3813,2023-06-20,Água Mineral 1.5L,Bebidas,1,2.47
3814,2023-05-02,Suco de Laranja 1L,Bebidas,4,8.07
3815,2023-02-24,Biscoito Recheado,Mercearia,8,4.22
3816,2023-01-17,Banana Prata Kg,Hortifrúti,3,7.75
3817,2023-05-11,Sabão em Pó 1kg,Limpeza,3,23.01
3818,2023-06-16,Leite Integral 1L,Laticínios e Frios,3,5.98
3819,2023-08-12,Refrigerante 2L,Bebidas,8,8.75
3820,2023-09-25,Refrigerante 2L,Bebidas,3,9.72
3821,2023-09-06,Banana Prata Kg,Hortifrúti,4,7.67
3822,2023-02-28,Arroz Branco 5kg,Mercearia,4,29.8
3823,2023-11-14,Iogurte Natural Copo,Laticínios e Frios,5,3.5
3824,2023-09-26,Queijo Mussarela Fatiado 200g,Laticínios e Frios,2,12.95
3825,2023-08-30,Arroz Branco 5kg,Mercearia,2,27.97
3826,2023-05-15,Arroz Branco 5kg,Mercearia,7,30.52
3827,2023-08-24,Cebola Kg,Hortifrúti,7,5.39
3828,2023-04-07,Água Sanitária 1L,Limpeza,3,6.76
3829,2023-01-06,Biscoito Recheado,Mercearia,10,3.43
3830,2023-09-25,Biscoito Recheado,Mercearia,6,3.1
3831,2023-09-20,Sabão em Pó 1kg,Limpeza,10,15.96
3832,2023-12-14,Banana Prata Kg,Hortifrúti,10,6.91
3833,2023-12-05,Sabão em Pó 1kg,Limpeza,1,22.11
3834,2023-05-01,Banana Prata Kg,Hortifrúti,2,7.15
3835,2023-05-14,Água Mineral 1.5L,Bebidas,7,2.99
3836,2023-11-21,Banana Prata Kg,Hortifrúti,5,8.69
3837,2023-09-19,Feijão Carioca 1kg,Mercearia,3,10.79
3838,2023-09-26,Biscoito Recheado,Mercearia,5,4.24
3839,2023-02-15,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,13.6
3840,2023-11-12,Água Mineral 1.5L,Bebidas,2,2.24
3841,2023-10-03,Leite Integral 1L,Laticínios e Frios,4,7.02
3842,2023-10-15,Sabão em Pó 1kg,Limpeza,10,16.73
3843,2023-07-14,Sabão em Pó 1kg,Limpeza,2,21.2
3844,2023-01-02,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,12.06
3845,2023-01-17,Feijão Carioca 1kg,Mercearia,7,9.42
3846,2023-10-26,Banana Prata Kg,Hortifrúti,2,7.02
3847,2023-08-02,Água Mineral 1.5L,Bebidas,5,2.8
3848,2023-03-29,Iogurte Natural Copo,Laticínios e Frios,3,4.01
3849,2023-02-13,Arroz Branco 5kg,Mercearia,10,30.18
3850,2023-02-10,Leite Integral 1L,Laticínios e Frios,3,6.72
3851,2023-10-18,Água Mineral 1.5L,Bebidas,10,2.95
3852,2023-08-28,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,15.84
3853,2023-01-07,Iogurte Natural Copo,Laticínios e Frios,5,4.87
3854,2023-01-17,Iogurte Natural Copo,Laticínios e Frios,7,5.39
3855,2023-04-21,Água Sanitária 1L,Limpeza,9,6.35
3856,2023-09-01,Tomate Kg,Hortifrúti,9,10.75
3857,2023-04-24,Tomate Kg,Hortifrúti,1,7.54
3858,2023-06-08,Refrigerante 2L,Bebidas,3,9.07
3859,2023-03-13,Banana Prata Kg,Hortifrúti,1,7.02
3860,2023-06-07,Feijão Carioca 1kg,Mercearia,7,9.45
3861,2023-09-02,Iogurte Natural Copo,Laticínios e Frios,8,3.68
3862,2023-07-06,Cebola Kg,Hortifrúti,9,9.59
3863,2023-09-08,Suco de Laranja 1L,Bebidas,2,12.93
3864,2023-06-02,Iogurte Natural Copo,Laticínios e Frios,1,5.63
3865,2023-09-18,Refrigerante 2L,Bebidas,8,9.97
3866,2023-02-22,Sabão em Pó 1kg,Limpeza,1,21.81
3867,2023-11-13,Tomate Kg,Hortifrúti,6,8.79
3868,2023-12-20,Água Mineral 1.5L,Bebidas,10,2.42
3869,2023-05-12,Sabão em Pó 1kg,Limpeza,9,18.76
3870,2023-02-28,Suco de Laranja 1L,Bebidas,4,12.12
3871,2023-10-30,Feijão Carioca 1kg,Mercearia,8,11.73
3872,2023-02-19,Arroz Branco 5kg,Mercearia,5,33.96
3873,2023-02-20,Arroz Branco 5kg,Mercearia,5,29.97
3874,2023-02-02,Suco de Laranja 1L,Bebidas,6,12.08
3875,2023-07-17,Arroz Branco 5kg,Mercearia,6,30.4
3876,2023-03-19,Biscoito Recheado,Mercearia,1,3.31
3877,2023-06-23,Tomate Kg,Hortifrúti,6,6.87
3878,2023-10-13,Água Sanitária 1L,Limpeza,3,4.65
3879,2023-09-30,Refrigerante 2L,Bebidas,6,7.02
3880,2023-07-09,Sabão em Pó 1kg,Limpeza,3,16.06
3881,2023-02-16,Cebola Kg,Hortifrúti,4,9.44
3882,2023-01-11,Cebola Kg,Hortifrúti,6,5.12
3883,2023-03-01,Cebola Kg,Hortifrúti,1,7.94
3884,2023-03-10,Banana Prata Kg,Hortifrúti,6,5.48
3885,2023-01-22,Suco de Laranja 1L,Bebidas,7,8.1
3886,2023-08-07,Banana Prata Kg,Hortifrúti,7,7.78
3887,2023-10-14,Iogurte Natural Copo,Laticínios e Frios,7,3.37
3888,2023-08-20,Biscoito Recheado,Mercearia,7,4.25
3889,2023-01-15,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,15.22
3890,2023-05-20,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,14.63
3891,2023-03-12,Tomate Kg,Hortifrúti,1,7.83
3892,2023-09-07,Leite Integral 1L,Laticínios e Frios,6,5.79
3893,2023-09-25,Refrigerante 2L,Bebidas,5,7.67
3894,2023-02-24,Biscoito Recheado,Mercearia,6,3.17
3895,2023-04-20,Feijão Carioca 1kg,Mercearia,8,10.13
3896,2023-04-06,Iogurte Natural Copo,Laticínios e Frios,9,3.38
3897,2023-10-11,Água Sanitária 1L,Limpeza,7,4.38
3898,2023-08-17,Sabão em Pó 1kg,Limpeza,10,17.81
3899,2023-06-04,Suco de Laranja 1L,Bebidas,4,8.75
3900,2023-07-22,Tomate Kg,Hortifrúti,2,10.66
3901,2023-03-25,Suco de Laranja 1L,Bebidas,3,8.57
3902,2023-07-03,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,13.65
3903,2023-05-06,Biscoito Recheado,Mercearia,5,4.06
3904,2023-08-30,Iogurte Natural Copo,Laticínios e Frios,10,4.63
3905,2023-06-11,Biscoito Recheado,Mercearia,4,4.15
3906,2023-01-28,Detergente Líquido 500ml,Limpeza,8,2.6
3907,2023-11-21,Suco de Laranja 1L,Bebidas,7,11.66
3908,2023-10-19,Detergente Líquido 500ml,Limpeza,4,3.72
3909,2023-04-23,Cebola Kg,Hortifrúti,2,8.01
3910,2023-08-29,Detergente Líquido 500ml,Limpeza,8,2.54
3911,2023-05-14,Tomate Kg,Hortifrúti,4,9.9
3912,2023-02-27,Refrigerante 2L,Bebidas,6,8.51
3913,2023-12-08,Tomate Kg,Hortifrúti,4,9.81
3914,2023-05-24,Iogurte Natural Copo,Laticínios e Frios,10,4.45
3915,2023-05-13,Tomate Kg,Hortifrúti,2,11.81
3916,2023-04-18,Tomate Kg,Hortifrúti,2,9.23
3917,2023-09-01,Feijão Carioca 1kg,Mercearia,9,9.12
3918,2023-07-12,Banana Prata Kg,Hortifrúti,2,6.39
3919,2023-01-12,Refrigerante 2L,Bebidas,6,8.76
3920,2023-03-11,Leite Integral 1L,Laticínios e Frios,9,5.33
3921,2023-09-15,Leite Integral 1L,Laticínios e Frios,2,6.62
3922,2023-02-24,Detergente Líquido 500ml,Limpeza,9,3.03
3923,2023-10-02,Leite Integral 1L,Laticínios e Frios,2,7.1
3924,2023-09-07,Sabão em Pó 1kg,Limpeza,8,24.93
3925,2023-06-22,Biscoito Recheado,Mercearia,5,4.27
3926,2023-01-16,Biscoito Recheado,Mercearia,4,4.96
3927,2023-07-04,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,14.52
3928,2023-05-24,Tomate Kg,Hortifrúti,7,7.81
3929,2023-12-04,Cebola Kg,Hortifrúti,5,5.65
3930,2023-09-04,Suco de Laranja 1L,Bebidas,10,8.85
3931,2023-06-21,Leite Integral 1L,Laticínios e Frios,6,7.13
3932,2023-07-14,Refrigerante 2L,Bebidas,1,9.47
3933,2023-04-15,Feijão Carioca 1kg,Mercearia,3,9.61
3934,2023-08-10,Refrigerante 2L,Bebidas,9,7.96
3935,2023-01-24,Água Sanitária 1L,Limpeza,4,6.67
3936,2023-03-27,Iogurte Natural Copo,Laticínios e Frios,10,4.44
3937,2023-04-09,Água Mineral 1.5L,Bebidas,2,3.56
3938,2023-05-28,Sabão em Pó 1kg,Limpeza,8,15.09
3939,2023-12-08,Cebola Kg,Hortifrúti,9,9.15
3940,2023-10-06,Biscoito Recheado,Mercearia,10,4.24
3941,2023-09-16,Sabão em Pó 1kg,Limpeza,9,24.68
3942,2023-07-07,Refrigerante 2L,Bebidas,9,9.22
3943,2023-12-01,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,12.67
3944,2023-10-11,Suco de Laranja 1L,Bebidas,3,12.01
3945,2023-10-07,Cebola Kg,Hortifrúti,9,7.64
3946,2023-11-06,Banana Prata Kg,Hortifrúti,8,8.24
3947,2023-01-07,Arroz Branco 5kg,Mercearia,1,29.65
3948,2023-11-01,Refrigerante 2L,Bebidas,5,7.4
3949,2023-08-04,Água Mineral 1.5L,Bebidas,3,3.25
3950,2023-07-01,Biscoito Recheado,Mercearia,8,3.5
3951,2023-06-24,Detergente Líquido 500ml,Limpeza,1,3.76
3952,2023-09-07,Tomate Kg,Hortifrúti,9,7.18
3953,2023-01-05,Suco de Laranja 1L,Bebidas,3,8.36
3954,2023-03-05,Feijão Carioca 1kg,Mercearia,1,11.68
3955,2023-06-30,Detergente Líquido 500ml,Limpeza,8,4.1
3956,2023-08-31,Feijão Carioca 1kg,Mercearia,2,11.6
3957,2023-09-26,Arroz Branco 5kg,Mercearia,3,32.77
3958,2023-01-03,Água Mineral 1.5L,Bebidas,5,3.85
3959,2023-11-02,Sabão em Pó 1kg,Limpeza,6,22.42
3960,2023-01-12,Banana Prata Kg,Hortifrúti,1,8.07
3961,2023-12-27,Cebola Kg,Hortifrúti,6,9.58
3962,2023-01-08,Biscoito Recheado,Mercearia,9,4.81
3963,2023-11-28,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,14.29
3964,2023-10-19,Leite Integral 1L,Laticínios e Frios,4,6.25
3965,2023-12-04,Detergente Líquido 500ml,Limpeza,6,2.97
3966,2023-08-04,Refrigerante 2L,Bebidas,5,9.01
3967,2023-06-05,Cebola Kg,Hortifrúti,9,6.97
3968,2023-11-17,Tomate Kg,Hortifrúti,8,10.88
3969,2023-01-20,Refrigerante 2L,Bebidas,3,7.24
3970,2023-05-25,Banana Prata Kg,Hortifrúti,4,6.25
3971,2023-08-16,Água Sanitária 1L,Limpeza,4,6.58
3972,2023-11-23,Água Sanitária 1L,Limpeza,8,5.31
3973,2023-08-09,Água Mineral 1.5L,Bebidas,5,3.74
3974,2023-01-02,Água Sanitária 1L,Limpeza,7,5.77
3975,2023-08-03,Sabão em Pó 1kg,Limpeza,10,19.97
3976,2023-04-21,Feijão Carioca 1kg,Mercearia,7,10.92
3977,2023-05-19,Iogurte Natural Copo,Laticínios e Frios,2,4.53
3978,2023-02-19,Cebola Kg,Hortifrúti,7,9.95
3979,2023-08-14,Arroz Branco 5kg,Mercearia,10,32.34
3980,2023-04-08,Suco de Laranja 1L,Bebidas,4,11.53
3981,2023-05-17,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,15.53
3982,2023-08-11,Tomate Kg,Hortifrúti,3,11.31
3983,2023-11-06,Leite Integral 1L,Laticínios e Frios,4,6.12
3984,2023-09-28,Leite Integral 1L,Laticínios e Frios,2,5.94
3985,2023-11-09,Água Sanitária 1L,Limpeza,7,4.65
3986,2023-05-03,Cebola Kg,Hortifrúti,7,6.26
3987,2023-10-05,Arroz Branco 5kg,Mercearia,1,29.86
3988,2023-04-14,Leite Integral 1L,Laticínios e Frios,3,6.51
3989,2023-06-11,Suco de Laranja 1L,Bebidas,8,10.08
3990,2023-01-20,Cebola Kg,Hortifrúti,8,8.33
3991,2023-08-26,Feijão Carioca 1kg,Mercearia,1,11.35
3992,2023-01-16,Suco de Laranja 1L,Bebidas,6,8.73
3993,2023-07-02,Detergente Líquido 500ml,Limpeza,4,2.6
3994,2023-09-11,Cebola Kg,Hortifrúti,8,9.73
3995,2023-05-14,Sabão em Pó 1kg,Limpeza,4,17.75
3996,2023-04-19,Biscoito Recheado,Mercearia,10,3.62
3997,2023-12-13,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,15.29
3998,2023-11-12,Refrigerante 2L,Bebidas,6,7.25
3999,2023-09-26,Água Sanitária 1L,Limpeza,4,5.23
4000,2023-10-12,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,17.73
4001,2023-08-24,Feijão Carioca 1kg,Mercearia,9,11.64
4002,2023-01-27,Banana Prata Kg,Hortifrúti,10,6.06
4003,2023-12-23,Sabão em Pó 1kg,Limpeza,3,16.24
4004,2023-12-01,Detergente Líquido 500ml,Limpeza,8,3.81
4005,2023-04-07,Refrigerante 2L,Bebidas,9,10.16
4006,2023-11-29,Suco de Laranja 1L,Bebidas,5,8.77
4007,2023-01-23,Arroz Branco 5kg,Mercearia,2,34.85
4008,2023-01-11,Detergente Líquido 500ml,Limpeza,3,2.27
4009,2023-11-28,Banana Prata Kg,Hortifrúti,6,8.07
4010,2023-05-03,Feijão Carioca 1kg,Mercearia,7,11.8
4011,2023-11-26,Refrigerante 2L,Bebidas,1,10.77
4012,2023-10-27,Refrigerante 2L,Bebidas,6,8.0
4013,2023-09-02,Arroz Branco 5kg,Mercearia,10,34.19
4014,2023-03-28,Refrigerante 2L,Bebidas,3,8.72
4015,2023-12-01,Leite Integral 1L,Laticínios e Frios,9,5.93
4016,2023-04-03,Leite Integral 1L,Laticínios e Frios,9,5.89
4017,2023-03-16,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,14.05
4018,2023-03-05,Banana Prata Kg,Hortifrúti,3,7.22
4019,2023-02-12,Feijão Carioca 1kg,Mercearia,9,10.38
4020,2023-04-12,Feijão Carioca 1kg,Mercearia,4,11.71
4021,2023-09-27,Água Mineral 1.5L,Bebidas,10,2.66
4022,2023-02-28,Queijo Mussarela Fatiado 200g,Laticínios e Frios,2,17.15
4023,2023-11-29,Arroz Branco 5kg,Mercearia,7,29.31
4024,2023-04-08,Suco de Laranja 1L,Bebidas,3,11.47
4025,2023-03-09,Água Sanitária 1L,Limpeza,8,5.33
4026,2023-05-22,Arroz Branco 5kg,Mercearia,3,28.91
4027,2023-12-24,Arroz Branco 5kg,Mercearia,4,34.83
4028,2023-08-15,Leite Integral 1L,Laticínios e Frios,5,7.31
4029,2023-11-23,Cebola Kg,Hortifrúti,2,7.61
4030,2023-08-22,Iogurte Natural Copo,Laticínios e Frios,9,5.4
4031,2023-04-01,Refrigerante 2L,Bebidas,5,10.29
4032,2023-05-24,Iogurte Natural Copo,Laticínios e Frios,9,5.57
4033,2023-08-15,Suco de Laranja 1L,Bebidas,6,11.21
4034,2023-07-07,Detergente Líquido 500ml,Limpeza,6,3.91
4035,2023-07-21,Arroz Branco 5kg,Mercearia,3,29.68
4036,2023-10-07,Água Mineral 1.5L,Bebidas,3,2.17
4037,2023-01-24,Leite Integral 1L,Laticínios e Frios,8,5.55
4038,2023-12-30,Tomate Kg,Hortifrúti,9,6.17
4039,2023-07-05,Banana Prata Kg,Hortifrúti,7,7.46
4040,2023-02-12,Água Sanitária 1L,Limpeza,10,5.44
4041,2023-12-11,Água Sanitária 1L,Limpeza,3,5.72
4042,2023-06-25,Feijão Carioca 1kg,Mercearia,9,10.17
4043,2023-10-16,Água Sanitária 1L,Limpeza,2,6.49
4044,2023-05-23,Arroz Branco 5kg,Mercearia,8,32.35
4045,2023-12-24,Água Mineral 1.5L,Bebidas,5,2.19
4046,2023-04-27,Refrigerante 2L,Bebidas,5,10.28
4047,2023-08-01,Cebola Kg,Hortifrúti,8,6.91
4048,2023-05-09,Arroz Branco 5kg,Mercearia,4,29.36
4049,2023-01-16,Iogurte Natural Copo,Laticínios e Frios,7,4.66
4050,2023-09-02,Banana Prata Kg,Hortifrúti,5,6.34
4051,2023-10-19,Biscoito Recheado,Mercearia,2,3.36
4052,2023-03-12,Feijão Carioca 1kg,Mercearia,10,11.52
4053,2023-07-08,Banana Prata Kg,Hortifrúti,6,5.88
4054,2023-08-16,Refrigerante 2L,Bebidas,7,8.92
4055,2023-07-08,Detergente Líquido 500ml,Limpeza,5,3.87
4056,2023-07-14,Biscoito Recheado,Mercearia,7,4.95
4057,2023-04-25,Detergente Líquido 500ml,Limpeza,7,3.01
4058,2023-12-20,Cebola Kg,Hortifrúti,3,8.25
4059,2023-01-02,Refrigerante 2L,Bebidas,5,10.38
4060,2023-07-30,Queijo Mussarela Fatiado 200g,Laticínios e Frios,5,13.15
4061,2023-11-18,Detergente Líquido 500ml,Limpeza,10,4.43
4062,2023-08-15,Água Mineral 1.5L,Bebidas,10,3.8
4063,2023-03-25,Sabão em Pó 1kg,Limpeza,6,16.1
4064,2023-08-07,Suco de Laranja 1L,Bebidas,1,12.27
4065,2023-10-13,Biscoito Recheado,Mercearia,10,3.48
4066,2023-05-06,Tomate Kg,Hortifrúti,2,9.11
4067,2023-12-01,Cebola Kg,Hortifrúti,5,6.3
4068,2023-12-27,Sabão em Pó 1kg,Limpeza,8,19.71
4069,2023-12-04,Iogurte Natural Copo,Laticínios e Frios,6,5.38
4070,2023-09-24,Iogurte Natural Copo,Laticínios e Frios,1,5.54
4071,2023-04-29,Sabão em Pó 1kg,Limpeza,7,17.84
4072,2023-11-29,Sabão em Pó 1kg,Limpeza,8,21.56
4073,2023-12-20,Leite Integral 1L,Laticínios e Frios,5,6.34
4074,2023-11-16,Cebola Kg,Hortifrúti,2,6.01
4075,2023-04-26,Refrigerante 2L,Bebidas,7,7.26
4076,2023-03-12,Arroz Branco 5kg,Mercearia,1,30.08
4077,2023-02-27,Sabão em Pó 1kg,Limpeza,8,24.65
4078,2023-08-28,Feijão Carioca 1kg,Mercearia,9,9.06
4079,2023-07-26,Leite Integral 1L,Laticínios e Frios,7,6.13
4080,2023-10-15,Cebola Kg,Hortifrúti,6,6.79
4081,2023-06-12,Refrigerante 2L,Bebidas,9,9.01
4082,2023-07-20,Refrigerante 2L,Bebidas,8,7.4
4083,2023-08-22,Banana Prata Kg,Hortifrúti,4,5.97
4084,2023-10-09,Suco de Laranja 1L,Bebidas,6,9.36
4085,2023-02-09,Sabão em Pó 1kg,Limpeza,1,19.22
4086,2023-08-06,Feijão Carioca 1kg,Mercearia,10,9.3
4087,2023-07-12,Leite Integral 1L,Laticínios e Frios,9,5.9
4088,2023-05-19,Água Mineral 1.5L,Bebidas,8,3.56
4089,2023-11-22,Biscoito Recheado,Mercearia,5,4.54
4090,2023-09-21,Biscoito Recheado,Mercearia,7,4.22
4091,2023-06-10,Banana Prata Kg,Hortifrúti,3,7.56
4092,2023-11-15,Suco de Laranja 1L,Bebidas,1,9.66
4093,2023-10-14,Água Sanitária 1L,Limpeza,5,6.59
4094,2023-05-18,Biscoito Recheado,Mercearia,8,4.94
4095,2023-07-04,Refrigerante 2L,Bebidas,1,7.42
4096,2023-02-23,Detergente Líquido 500ml,Limpeza,10,2.98
4097,2023-07-05,Sabão em Pó 1kg,Limpeza,8,18.28
4098,2023-12-23,Cebola Kg,Hortifrúti,5,9.22
4099,2023-10-15,Água Mineral 1.5L,Bebidas,9,2.28
4100,2023-06-12,Água Sanitária 1L,Limpeza,4,4.58
4101,2023-02-19,Refrigerante 2L,Bebidas,9,10.7
4102,2023-07-25,Detergente Líquido 500ml,Limpeza,5,3.13
4103,2023-01-08,Suco de Laranja 1L,Bebidas,2,9.91
4104,2023-07-20,Arroz Branco 5kg,Mercearia,2,33.47
4105,2023-07-26,Sabão em Pó 1kg,Limpeza,7,22.93
4106,2023-07-13,Queijo Mussarela Fatiado 200g,Laticínios e Frios,5,14.22
4107,2023-04-21,Leite Integral 1L,Laticínios e Frios,6,5.89
4108,2023-01-04,Detergente Líquido 500ml,Limpeza,10,2.67
4109,2023-09-18,Água Mineral 1.5L,Bebidas,4,2.74
4110,2023-04-02,Feijão Carioca 1kg,Mercearia,6,9.62
4111,2023-08-13,Leite Integral 1L,Laticínios e Frios,3,7.1
4112,2023-08-24,Biscoito Recheado,Mercearia,10,3.98
4113,2023-07-09,Cebola Kg,Hortifrúti,8,6.02
4114,2023-09-15,Refrigerante 2L,Bebidas,8,10.93
4115,2023-12-05,Queijo Mussarela Fatiado 200g,Laticínios e Frios,9,16.16
4116,2023-10-05,Queijo Mussarela Fatiado 200g,Laticínios e Frios,5,17.93
4117,2023-07-05,Leite Integral 1L,Laticínios e Frios,4,6.75
4118,2023-11-29,Cebola Kg,Hortifrúti,1,8.0
4119,2023-01-11,Biscoito Recheado,Mercearia,10,4.35
4120,2023-12-06,Cebola Kg,Hortifrúti,10,9.61
4121,2023-11-19,Leite Integral 1L,Laticínios e Frios,3,6.19
4122,2023-12-13,Cebola Kg,Hortifrúti,6,7.76
4123,2023-07-02,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,12.49
4124,2023-01-19,Banana Prata Kg,Hortifrúti,4,8.84
4125,2023-06-12,Cebola Kg,Hortifrúti,2,9.7
4126,2023-08-31,Leite Integral 1L,Laticínios e Frios,2,5.84
4127,2023-12-18,Sabão em Pó 1kg,Limpeza,4,20.92
4128,2023-04-10,Água Mineral 1.5L,Bebidas,7,2.8
4129,2023-08-21,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,13.18
4130,2023-03-18,Água Sanitária 1L,Limpeza,4,4.73
4131,2023-07-05,Sabão em Pó 1kg,Limpeza,6,18.78
4132,2023-02-26,Cebola Kg,Hortifrúti,6,8.82
4133,2023-09-13,Arroz Branco 5kg,Mercearia,3,30.46
4134,2023-08-31,Água Sanitária 1L,Limpeza,8,4.63
4135,2023-05-03,Biscoito Recheado,Mercearia,5,3.42
4136,2023-06-06,Refrigerante 2L,Bebidas,5,9.31
4137,2023-05-29,Iogurte Natural Copo,Laticínios e Frios,5,3.33
4138,2023-03-20,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,15.59
4139,2023-04-19,Detergente Líquido 500ml,Limpeza,4,3.41
4140,2023-01-17,Água Mineral 1.5L,Bebidas,9,2.14
4141,2023-10-08,Banana Prata Kg,Hortifrúti,3,6.22
4142,2023-03-04,Água Mineral 1.5L,Bebidas,1,2.37
4143,2023-10-22,Banana Prata Kg,Hortifrúti,4,5.49
4144,2023-05-28,Feijão Carioca 1kg,Mercearia,7,9.38
4145,2023-10-06,Água Mineral 1.5L,Bebidas,10,3.54
4146,2023-08-05,Leite Integral 1L,Laticínios e Frios,10,5.24
4147,2023-12-13,Refrigerante 2L,Bebidas,5,8.5
4148,2023-02-05,Detergente Líquido 500ml,Limpeza,2,2.29
4149,2023-07-15,Refrigerante 2L,Bebidas,9,9.51
4150,2023-05-19,Iogurte Natural Copo,Laticínios e Frios,1,5.05
4151,2023-10-09,Biscoito Recheado,Mercearia,10,4.36
4152,2023-05-02,Banana Prata Kg,Hortifrúti,6,6.93
